code_5,code_4,code_3,code_2,code_1,libelle_5,libelle_4,libelle_3,libelle_2,libelle_1
50.40Z,50.40,50.4,50,H,Transports fluviaux de fret,Transports fluviaux de fret,Transports fluviaux de fret,Transports par eau,Transports et entreposage
51.10Z,51.10,51.1,51,H,Transports aériens de passagers,Transports aériens de passagers,Transports aériens de passagers,Transports aériens,Transports et entreposage
51.21Z,51.21,51.2,51,H,Transports aériens de fret,Transports aériens de fret,Transports aériens de fret et transports spatiaux,Transports aériens,Transports et entreposage
51.22Z,51.22,51.2,51,H,Transports spatiaux,Transports spatiaux,Transports aériens de fret et transports spatiaux,Transports aériens,Transports et entreposage
52.10A,52.10,52.1,52,H,Entreposage et stockage frigorifique,Entreposage et stockage,Entreposage et stockage,Entreposage et services auxiliaires des transports,Transports et entreposage
52.10B,52.10,52.1,52,H,Entreposage et stockage non frigorifique,Entreposage et stockage,Entreposage et stockage,Entreposage et services auxiliaires des transports,Transports et entreposage
52.21Z,52.21,52.2,52,H,Services auxiliaires des transports terrestres,Services auxiliaires des transports terrestres,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage
52.22Z,52.22,52.2,52,H,Services auxiliaires des transports par eau,Services auxiliaires des transports par eau,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage
52.23Z,52.23,52.2,52,H,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage
52.24A,52.24,52.2,52,H,Manutention portuaire,Manutention,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage
52.24B,52.24,52.2,52,H,Manutention non portuaire,Manutention,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage
52.29A,52.29,52.2,52,H,Messagerie fret express,Autres services auxiliaires des transports,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage
52.29B,52.29,52.2,52,H,Affrètement et organisation des transports,Autres services auxiliaires des transports,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage
53.10Z,53.10,53.1,53,H,Activités de poste dans le cadre d'une obligation de service universel,Activités de poste dans le cadre d'une obligation de service universel,Activités de poste dans le cadre d'une obligation de service universel,Activités de poste et de courrier,Transports et entreposage
53.20Z,53.20,53.2,53,H,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Activités de poste et de courrier,Transports et entreposage
55.10Z,55.10,55.1,55,I,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hébergement,Hébergement et restauration
55.20Z,55.20,55.2,55,I,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée,Hébergement,Hébergement et restauration
55.30Z,55.30,55.3,55,I,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,Hébergement,Hébergement et restauration
55.90Z,55.90,55.9,55,I,Autres hébergements,Autres hébergements,Autres hébergements,Hébergement,Hébergement et restauration
56.10A,56.10,56.1,56,I,Restauration traditionnelle,Restaurants et services de restauration mobile,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration
56.10B,56.10,56.1,56,I,Cafétérias et autres libres-services,Restaurants et services de restauration mobile,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration
56.10C,56.10,56.1,56,I,Restauration de type rapide,Restaurants et services de restauration mobile,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration
56.21Z,56.21,56.2,56,I,Services des traiteurs,Services des traiteurs,Traiteurs et autres services de restauration,Restauration,Hébergement et restauration
56.29A,56.29,56.2,56,I,Restauration collective sous contrat,Autres services de restauration,Traiteurs et autres services de restauration,Restauration,Hébergement et restauration
56.29B,56.29,56.2,56,I,Autres services de restauration n.c.a.,Autres services de restauration,Traiteurs et autres services de restauration,Restauration,Hébergement et restauration
56.30Z,56.30,56.3,56,I,Débits de boissons,Débits de boissons,Débits de boissons,Restauration,Hébergement et restauration
58.11Z,58.11,58.1,58,J,Édition de livres,Édition de livres,Édition de livres et périodiques et autres activités d'édition,Édition,Information et communication
58.12Z,58.12,58.1,58,J,Édition de répertoires et de fichiers d'adresses,Édition de répertoires et de fichiers d'adresses,Édition de livres et périodiques et autres activités d'édition,Édition,Information et communication
58.13Z,58.13,58.1,58,J,Édition de journaux,Édition de journaux,Édition de livres et périodiques et autres activités d'édition,Édition,Information et communication
58.14Z,58.14,58.1,58,J,Édition de revues et périodiques,Édition de revues et périodiques,Édition de livres et périodiques et autres activités d'édition,Édition,Information et communication
58.19Z,58.19,58.1,58,J,Autres activités d'édition,Autres activités d'édition,Édition de livres et périodiques et autres activités d'édition,Édition,Information et communication
58.21Z,58.21,58.2,58,J,Édition de jeux électroniques,Édition de jeux électroniques,Édition de logiciels,Édition,Information et communication
58.29A,58.29,58.2,58,J,Édition de logiciels système et de réseau,Édition d'autres logiciels,Édition de logiciels,Édition,Information et communication
58.29B,58.29,58.2,58,J,Édition de logiciels outils de développement et de langages,Édition d'autres logiciels,Édition de logiciels,Édition,Information et communication
58.29C,58.29,58.2,58,J,Édition de logiciels applicatifs,Édition d'autres logiciels,Édition de logiciels,Édition,Information et communication
59.11A,59.11,59.1,59,J,Production de films et de programmes pour la télévision,Production de films cinématographiques de vidéo et de programmes de télévision,Activités cinématographiques vidéo et de télévision,Production de films cinématographiques de vidéo et de programmes de télévision  enregistrement sonore et édition musicale,Information et communication
59.11B,59.11,59.1,59,J,Production de films institutionnels et publicitaires,Production de films cinématographiques de vidéo et de programmes de télévision,Activités cinématographiques vidéo et de télévision,Production de films cinématographiques de vidéo et de programmes de télévision  enregistrement sonore et édition musicale,Information et communication
59.11C,59.11,59.1,59,J,Production de films pour le cinéma,Production de films cinématographiques de vidéo et de programmes de télévision,Activités cinématographiques vidéo et de télévision,Production de films cinématographiques de vidéo et de programmes de télévision  enregistrement sonore et édition musicale,Information et communication
59.12Z,59.12,59.1,59,J,Post-production de films cinématographiques de vidéo et de programmes de télévision,Post-production de films cinématographiques de vidéo et de programmes de télévision,Activités cinématographiques vidéo et de télévision,Production de films cinématographiques de vidéo et de programmes de télévision  enregistrement sonore et édition musicale,Information et communication
59.13A,59.13,59.1,59,J,Distribution de films cinématographiques,Distribution de films cinématographiques de vidéo et de programmes de télévision,Activités cinématographiques vidéo et de télévision,Production de films cinématographiques de vidéo et de programmes de télévision  enregistrement sonore et édition musicale,Information et communication
59.13B,59.13,59.1,59,J,Édition et distribution vidéo,Distribution de films cinématographiques de vidéo et de programmes de télévision,Activités cinématographiques vidéo et de télévision,Production de films cinématographiques de vidéo et de programmes de télévision  enregistrement sonore et édition musicale,Information et communication
59.14Z,59.14,59.1,59,J,Projection de films cinématographiques,Projection de films cinématographiques,Activités cinématographiques vidéo et de télévision,Production de films cinématographiques de vidéo et de programmes de télévision  enregistrement sonore et édition musicale,Information et communication
59.20Z,59.20,59.2,59,J,Enregistrement sonore et édition musicale,Enregistrement sonore et édition musicale,Enregistrement sonore et édition musicale,Production de films cinématographiques de vidéo et de programmes de télévision  enregistrement sonore et édition musicale,Information et communication
60.10Z,60.10,60.1,60,J,Édition et diffusion de programmes radio,Édition et diffusion de programmes radio,Édition et diffusion de programmes radio,Programmation et diffusion,Information et communication
60.20A,60.20,60.2,60,J,Édition de chaînes généralistes,Programmation de télévision et télédiffusion,Programmation de télévision et télédiffusion,Programmation et diffusion,Information et communication
60.20B,60.20,60.2,60,J,Édition de chaînes thématiques,Programmation de télévision et télédiffusion,Programmation de télévision et télédiffusion,Programmation et diffusion,Information et communication
61.10Z,61.10,61.1,61,J,Télécommunications filaires,Télécommunications filaires,Télécommunications filaires,Télécommunications,Information et communication
